address,place_id,lat,lon
Шестой этаж 60 Большой Сампсониевский проспект Выборгская сторона округ Сампсониевское Санкт-Петербург Северо-Западный федеральный округ 194044 Россия,40918103,59.9741113,30.3390128
6 Пыжёвский переулок район Якиманка Москва Центральный федеральный округ 119017 Россия,299408332,55.73914905,37.62037056251843
Centro Geodésico do Brasil Tocantins 104 Sul (ACSE 1) 103 Norte Палмас Região Geográfica Imediata de Palmas Região Geográfica Intermediária de Palmas Токантинс Северный регион 77015-007 Бразилия,46065903,-10.1830834,-48.3336572
749 Tatum Street Hamline - Midway Сент-Пол Ramsey County Миннесота 55104 Соединённые Штаты Америки,68819017,44.9635623,-93.180059
Франклин Д. Рузвельт Rond-Point des Champs-Élysées - Marcel Dassault Quartier du Faubourg-du-Roule VIII округ Париж Иль-де-Франс Метрополия Франции 75008 Франция,299042976,48.8690339,2.3099266
